latitude,longitude,wind_speed
38.75,-69.75,18.34233283996582
38.75,-69.5,18.231834411621094
38.75,-69.25,17.855731964111328
38.75,-69.0,18.39266014099121
38.75,-68.75,18.138925552368164
38.75,-68.5,17.86281394958496
38.75,-68.25,17.787973403930664
38.75,-68.0,16.531455993652344
38.75,-67.75,16.63216781616211
38.75,-67.5,17.18366241455078
38.75,-67.25,16.66037940979004
38.75,-67.0,16.306671142578125
38.5,-124.75,15.279496192932129
38.5,-113.0,15.499759674072266
38.5,-103.5,15.075819969177246
38.5,-74.5,15.037853240966797
38.5,-74.25,16.439109802246094
38.5,-74.0,17.30112648010254
38.5,-73.75,15.655672073364258
38.5,-73.0,16.483842849731445
38.5,-72.75,17.157115936279297
38.5,-72.5,16.90903663635254
38.5,-72.25,16.174335479736328
38.5,-72.0,17.59688377380371
38.5,-71.75,19.275663375854492
38.5,-71.5,19.676502227783203
38.5,-71.25,20.2032527923584
38.5,-71.0,18.748779296875
38.5,-70.75,18.482820510864258
38.5,-70.5,19.00657844543457
38.5,-70.25,19.251935958862305
38.5,-70.0,19.522354125976562
38.5,-69.75,19.343570709228516
38.5,-69.5,17.858043670654297
38.5,-69.25,18.9116153717041
38.5,-69.0,18.593721389770508
38.5,-68.75,18.54888343811035
38.5,-68.5,18.115703582763672
38.5,-68.25,17.145750045776367
38.5,-68.0,17.0705623626709
38.5,-67.75,16.90296745300293
38.5,-67.5,16.815509796142578
38.5,-67.25,16.603404998779297
38.5,-67.0,16.107736587524414
38.25,-125.0,15.369547843933105
38.25,-111.0,15.60391902923584
38.25,-103.75,16.251190185546875
38.25,-103.5,17.761680603027344
38.25,-103.25,16.885848999023438
38.25,-103.0,16.08511734008789
38.25,-73.5,15.974126815795898
38.25,-73.25,17.267257690429688
38.25,-73.0,17.73084831237793
38.25,-72.75,17.990816116333008
38.25,-72.5,18.418495178222656
38.25,-72.25,19.405853271484375
38.25,-72.0,19.734554290771484
38.25,-71.75,19.606203079223633
38.25,-71.5,20.741474151611328
38.25,-71.25,18.9261417388916
38.25,-71.0,20.296831130981445
38.25,-70.75,21.364500045776367
38.25,-70.5,20.740095138549805
38.25,-70.25,20.859228134155273
38.25,-70.0,19.749860763549805
38.25,-69.75,20.272584915161133
38.25,-69.5,20.24676513671875
38.25,-69.25,20.007375717163086
38.25,-69.0,19.505922317504883
38.25,-68.75,19.212955474853516
38.25,-68.5,19.142288208007812
38.25,-68.25,17.756916046142578
38.25,-68.0,17.709651947021484
38.25,-67.75,17.39214324951172
38.25,-67.5,16.934362411499023
38.25,-67.25,16.701953887939453
38.25,-67.0,16.51185417175293
38.0,-125.0,15.040027618408203
38.0,-124.75,15.08315372467041
38.0,-109.0,17.197017669677734
38.0,-104.5,17.683332443237305
38.0,-104.25,17.800073623657227
38.0,-104.0,17.079246520996094
38.0,-103.75,16.546634674072266
38.0,-103.5,17.001882553100586
38.0,-103.25,15.276333808898926
38.0,-73.75,16.478525161743164
38.0,-73.5,17.91814422607422
38.0,-73.25,18.19392967224121
38.0,-73.0,18.259565353393555
38.0,-72.75,17.87908363342285
38.0,-72.5,20.247812271118164
38.0,-72.25,20.613086700439453
38.0,-72.0,21.133663177490234
38.0,-71.75,20.767839431762695
38.0,-71.5,20.572385787963867
38.0,-71.25,21.70840072631836
38.0,-71.0,21.35008430480957
38.0,-70.75,20.081506729125977
38.0,-70.5,19.726144790649414
38.0,-70.25,19.608549118041992
38.0,-70.0,20.80207061767578
38.0,-69.75,21.077625274658203
38.0,-69.5,21.078510284423828
38.0,-69.25,20.896047592163086
38.0,-69.0,20.372652053833008
38.0,-68.75,20.539627075195312
38.0,-68.5,20.333091735839844
38.0,-68.25,19.68123435974121
38.0,-68.0,19.62078857421875
38.0,-67.75,18.061738967895508
38.0,-67.5,18.540937423706055
38.0,-67.25,18.092817306518555
38.0,-67.0,18.10199737548828
37.75,-123.0,15.098496437072754
37.75,-104.75,16.14268684387207
37.75,-104.5,15.504733085632324
37.75,-104.25,16.327404022216797
37.75,-104.0,16.576622009277344
37.75,-103.75,16.513885498046875
37.75,-74.0,15.982562065124512
37.75,-73.75,16.716020584106445
37.75,-73.5,18.076995849609375
37.75,-73.25,17.61076545715332
37.75,-73.0,18.745851516723633
37.75,-72.75,20.298120498657227
37.75,-72.5,21.89204216003418
37.75,-72.25,21.71222496032715
37.75,-72.0,21.105823516845703
37.75,-71.75,21.81833267211914
37.75,-71.5,21.159698486328125
37.75,-71.25,20.837059020996094
37.75,-71.0,20.54306411743164
37.75,-70.75,18.934574127197266
37.75,-70.5,19.755958557128906
37.75,-70.25,19.001834869384766
37.75,-70.0,20.663063049316406
37.75,-69.75,21.576589584350586
37.75,-69.5,20.799015045166016
37.75,-69.25,20.512088775634766
37.75,-69.0,20.4700927734375
37.75,-68.75,20.330341339111328
37.75,-68.5,19.684301376342773
37.75,-68.25,19.114524841308594
37.75,-68.0,19.373910903930664
37.75,-67.75,18.13627815246582
37.75,-67.5,18.017305374145508
37.75,-67.25,17.537961959838867
37.75,-67.0,18.25192642211914
37.5,-105.25,15.404266357421875
37.5,-104.25,15.515127182006836
37.5,-75.0,15.341106414794922
37.5,-74.75,15.160760879516602
